(374, 500, 3)
(198, 288, 3)
(375, 500, 3)
(221, 300, 3)
(297, 195, 3)
(375, 500, 3)
(288, 401, 3)
(407, 537, 3)
(500, 475, 3)
(164, 500, 3)
(84, 130, 3)
(326, 432, 3)
(375, 500, 3)
(374, 500, 3)
(230, 423, 3)
(111, 500, 3)
(385, 500, 3)
(500, 472, 3)
(194, 292, 3)
(72, 160, 3)
(200, 500, 3)
(288, 307, 3)
(1316, 993, 3)
(450, 600, 3)
(87, 150, 3)
(170, 227, 3)
(500, 396, 3)
(138, 240, 3)
(294, 500, 3)
(167, 223, 3)
(374, 500, 3)
(375, 500, 3)
(139, 200, 3)
(374, 500, 3)
(414, 500, 3)
(216, 465, 3)
(374, 500, 3)
(394, 590, 3)
(500, 474, 3)
(155, 500, 3)
(375, 500, 3)
(336, 288, 3)
(288, 376, 3)
(192, 500, 3)
(500, 494, 3)
(506, 481, 3)
(266, 500, 3)
(158, 240, 3)
(1777, 1246, 3)
(374, 500, 3)
(162, 200, 3)
(335, 500, 3)
(141, 500, 3)
(108, 160, 3)
(144, 180, 3)
(654, 500, 3)
(229, 300, 3)
(1065, 533, 3)
(151, 469, 3)
(233, 500, 3)
(254, 500, 3)
(286, 288, 3)
(396, 500, 3)
(233, 500, 3)
(126, 500, 3)
(288, 432, 3)
(394, 500, 3)
(92, 500, 3)
(374, 500, 3)
(374, 500, 3)
(200, 294, 3)
(181, 500, 3)
(374, 500, 3)
(500, 423, 3)
(374, 500, 3)
(288, 432, 3)
(500, 446, 3)
(208, 200, 3)
(250, 322, 3)
(181, 268, 3)
(258, 500, 3)
(500, 222, 3)
(195, 300, 3)
(500, 374, 3)
(214, 500, 3)
(184, 400, 3)
(375, 500, 3)
(195, 400, 3)
(435, 600, 3)
(305, 432, 3)
(281, 500, 3)
(264, 364, 3)
(295, 500, 3)
(212, 500, 3)
(396, 500, 3)
(92, 160, 3)
(132, 180, 3)
(375, 500, 3)
(255, 390, 3)
(394, 500, 3)
(228, 150, 3)
(374, 500, 3)
(349, 455, 3)
(500, 334, 3)
(374, 500, 3)
(576, 768, 3)
(288, 216, 3)
(227, 300, 3)
(500, 410, 3)
(374, 500, 3)
(382, 500, 3)
(391, 500, 3)
(328, 500, 3)
(382, 500, 3)
(263, 500, 3)
(127, 500, 3)
(271, 360, 3)
(169, 500, 3)
(251, 500, 3)
(500, 335, 3)
(247, 500, 3)
(500, 308, 3)
(150, 236, 3)
(174, 260, 3)
(261, 500, 3)
(374, 500, 3)
(255, 500, 3)
(374, 500, 3)
(453, 640, 3)
(477, 500, 3)
(388, 500, 3)
(258, 384, 3)
(314, 500, 3)
(234, 406, 3)
(485, 500, 3)
(374, 500, 3)
(200, 162, 3)
(374, 500, 3)
(252, 500, 3)
(323, 500, 3)
(338, 500, 3)
(187, 307, 3)
(142, 500, 3)
(374, 500, 3)
(150, 200, 3)
(199, 500, 3)
(155, 116, 3)
(173, 500, 3)
(255, 500, 3)
(396, 500, 3)
(150, 200, 3)
(396, 500, 3)
(261, 320, 3)
(119, 227, 3)
(374, 500, 3)
(500, 397, 3)
(241, 360, 3)
(142, 219, 3)
(203, 200, 3)
(374, 500, 3)
(374, 500, 3)
(374, 500, 3)
(145, 245, 3)
(487, 500, 3)
(160, 311, 3)
(110, 160, 3)
(483, 500, 3)
(361, 450, 3)
(279, 426, 3)
(192, 216, 3)
(288, 432, 3)
(73, 160, 3)
(104, 160, 3)
(374, 500, 3)
(440, 640, 3)
(160, 500, 3)
(243, 410, 3)
(440, 332, 3)
(135, 500, 3)
(223, 500, 3)
(262, 432, 3)
(200, 500, 3)
(374, 500, 3)
(307, 500, 3)
(400, 500, 3)
(120, 163, 3)
(244, 500, 3)
(500, 356, 3)
(423, 500, 3)
(171, 500, 3)
(374, 500, 3)
(390, 500, 3)
(374, 500, 3)
(500, 405, 3)
(185, 376, 3)
(186, 500, 3)
(375, 500, 3)
(330, 500, 3)
(374, 500, 3)
(209, 398, 3)
(229, 288, 3)
(200, 500, 3)
(338, 500, 3)
(204, 500, 3)
(345, 450, 3)
(2575, 2045, 3)
(374, 500, 3)
(374, 500, 3)
(500, 374, 3)
(267, 408, 3)
(224, 300, 3)
(500, 325, 3)
(159, 500, 3)
(149, 500, 3)
(296, 476, 3)
(372, 324, 3)
(267, 500, 3)
(207, 478, 3)
(374, 500, 3)
(500, 351, 3)
(179, 471, 3)
(216, 357, 3)
(264, 356, 3)
(500, 223, 3)
(160, 152, 3)
(163, 200, 3)
(211, 500, 3)
(374, 500, 3)
(374, 500, 3)
(297, 500, 3)
(291, 500, 3)
(374, 500, 3)
(209, 252, 3)
(500, 344, 3)
(500, 483, 3)
(270, 500, 3)
(169, 300, 3)
(219, 500, 3)
(400, 500, 3)
(387, 605, 3)
(324, 567, 3)
(224, 300, 3)
(374, 500, 3)
(258, 500, 3)
(358, 500, 3)
(102, 500, 3)
(250, 296, 3)
(374, 500, 3)
(96, 150, 3)
(120, 500, 3)
(400, 262, 3)
(290, 500, 3)
(354, 400, 3)
(400, 292, 3)
(160, 147, 3)
(264, 370, 3)
(251, 150, 3)
(191, 453, 3)
(309, 500, 3)
(2700, 2216, 3)
(291, 400, 3)
(287, 500, 3)
(439, 500, 3)
(159, 300, 3)
(100, 103, 3)
(1030, 1300, 3)
(167, 500, 3)
(248, 251, 3)
(281, 432, 3)
(180, 180, 3)
(212, 288, 3)
(374, 500, 3)
(374, 500, 3)
(347, 251, 3)
(597, 849, 3)
(172, 500, 3)
(135, 135, 3)
(129, 160, 3)
(270, 360, 3)
(362, 402, 3)
(166, 240, 3)
(141, 180, 3)
(375, 500, 3)
(292, 450, 3)
(99, 195, 3)
(159, 250, 3)
(105, 160, 3)
(396, 500, 3)
(145, 115, 3)
(137, 160, 3)
(597, 306, 3)
(1291, 972, 3)
(240, 320, 3)
(160, 160, 3)
(164, 200, 3)
(374, 500, 3)
(352, 498, 3)
(463, 583, 3)
(332, 500, 3)
(133, 140, 3)
(300, 538, 3)
(92, 118, 3)
(195, 300, 3)
(223, 300, 3)
(400, 299, 3)
(300, 290, 3)
(138, 200, 3)
(195, 294, 3)
(743, 800, 3)
(350, 240, 3)
(374, 500, 3)
(360, 480, 3)
(428, 504, 3)
(204, 306, 3)
(398, 766, 3)
(88, 133, 3)
(360, 480, 3)
(480, 640, 3)
(400, 600, 3)
(305, 503, 3)
(480, 505, 3)
(228, 228, 3)
(565, 728, 3)
(480, 640, 3)
(319, 500, 3)
(111, 130, 3)
(349, 431, 3)
(658, 765, 3)
(400, 339, 3)
(141, 141, 3)
(480, 729, 3)
(559, 765, 3)
(765, 379, 3)
(425, 600, 3)
(240, 180, 3)
(400, 350, 3)
(755, 900, 3)
(97, 130, 3)
(244, 221, 3)
(170, 238, 3)
(400, 600, 3)
(144, 151, 3)
(375, 500, 3)
(172, 320, 3)
(160, 160, 3)
(94, 160, 3)
(768, 1024, 3)
(171, 216, 3)
(381, 647, 3)
(372, 560, 3)
(339, 664, 3)
(156, 200, 3)
(235, 406, 3)
(198, 220, 3)
(90, 120, 3)
(392, 600, 3)
(765, 635, 3)
(246, 300, 3)
(86, 129, 3)
(285, 380, 3)
(400, 500, 3)
(209, 320, 3)
(264, 300, 3)
(101, 150, 3)
(115, 154, 3)
(390, 366, 3)
(185, 230, 3)
(396, 500, 3)
(232, 400, 3)
(300, 400, 3)
(206, 250, 3)
(104, 160, 3)
(305, 157, 3)
(364, 156, 3)
(189, 420, 3)
(133, 236, 3)
(296, 510, 3)
(425, 450, 3)
(343, 500, 3)
(188, 296, 3)
(465, 608, 3)
(320, 480, 3)
(114, 300, 3)
(204, 306, 3)
(189, 323, 3)
(656, 765, 3)
(162, 169, 3)
(633, 765, 3)
(167, 200, 3)
(299, 653, 3)
(327, 267, 3)
(320, 400, 3)
(125, 160, 3)
(90, 120, 3)
(278, 300, 3)
(136, 200, 3)
(232, 358, 3)
(447, 425, 3)
(251, 375, 3)
(93, 125, 3)
(335, 500, 3)
(110, 160, 3)
(525, 648, 3)
(486, 648, 3)
(500, 210, 3)
(225, 300, 3)
(225, 167, 3)
(225, 144, 3)
(160, 108, 3)
(1200, 1600, 3)
(234, 250, 3)
(110, 163, 3)
(948, 900, 3)
(120, 225, 3)
(450, 600, 3)
(167, 250, 3)
(375, 500, 3)
(177, 388, 3)
(278, 159, 3)
(142, 200, 3)
(219, 217, 3)
(236, 200, 3)
(206, 247, 3)
(188, 500, 3)
(675, 900, 3)
(241, 300, 3)
(341, 600, 3)
(400, 384, 3)
(426, 640, 3)
(102, 137, 3)
(390, 555, 3)
(400, 600, 3)
(242, 240, 3)
(1291, 968, 3)
(500, 375, 3)
(336, 380, 3)
(265, 400, 3)
(322, 384, 3)
(480, 702, 3)
(200, 300, 3)
(100, 150, 3)
(900, 743, 3)
(396, 500, 3)
(1922, 2344, 3)
(144, 200, 3)
(450, 600, 3)
(225, 300, 3)
(187, 250, 3)
(212, 300, 3)
(333, 500, 3)
(512, 768, 3)
(358, 765, 3)
(239, 320, 3)
(164, 200, 3)
(160, 111, 3)
(250, 200, 3)
(203, 135, 3)
(223, 275, 3)
(100, 180, 3)
(263, 400, 3)
(566, 758, 3)
(480, 640, 3)
(300, 186, 3)
(750, 357, 3)
(160, 160, 3)
(215, 500, 3)
(460, 428, 3)
(180, 300, 3)
(300, 400, 3)
(350, 200, 3)
(203, 300, 3)
(232, 313, 3)
(658, 609, 3)
(358, 450, 3)
(327, 436, 3)
(174, 174, 3)
(160, 105, 3)
(1814, 2160, 3)
(834, 900, 3)
(220, 204, 3)
(1056, 2331, 3)
(168, 154, 3)
(197, 316, 3)
(320, 480, 3)
(185, 305, 3)
(99, 104, 3)
(300, 300, 3)
(266, 386, 3)
(600, 800, 3)
(923, 1248, 3)
(215, 165, 3)
(177, 235, 3)
(339, 324, 3)
(242, 362, 3)
(215, 190, 3)
(249, 550, 3)
(392, 523, 3)
(500, 334, 3)
(109, 145, 3)
(240, 320, 3)
(194, 303, 3)
(265, 350, 3)
(768, 1024, 3)
(177, 170, 3)
(378, 400, 3)
(526, 730, 3)
(713, 950, 3)
(72, 135, 3)
(110, 102, 3)
(190, 225, 3)
(200, 150, 3)
(120, 160, 3)
(233, 155, 3)
(249, 331, 3)
(444, 702, 3)
(198, 124, 3)
(408, 640, 3)
(85, 125, 3)
(645, 564, 3)
(360, 480, 3)
(374, 500, 3)
(92, 137, 3)
(640, 463, 3)
(128, 160, 3)
(337, 250, 3)
(258, 200, 3)
(358, 500, 3)
(537, 600, 3)
(89, 125, 3)
(121, 150, 3)
(119, 264, 3)
(323, 403, 3)
(322, 429, 3)
(140, 112, 3)
(780, 500, 3)
(125, 100, 3)
(3264, 2448, 3)
(274, 369, 3)
(293, 450, 3)
(198, 400, 3)
(480, 960, 3)
(180, 174, 3)
(180, 240, 3)
(145, 595, 3)
(136, 117, 3)
(265, 350, 3)
(332, 439, 3)
(114, 126, 3)
(500, 396, 3)
(480, 735, 3)
(84, 130, 3)
(375, 500, 3)
(209, 300, 3)
(131, 167, 3)
(151, 216, 3)
(219, 328, 3)
(166, 180, 3)
(225, 300, 3)
(130, 111, 3)
(600, 800, 3)
(364, 533, 3)
(443, 300, 3)
(375, 500, 3)
(1536, 2048, 3)
(200, 200, 3)
(177, 288, 3)
(86, 134, 3)
(667, 1000, 3)
(249, 376, 3)
(500, 368, 3)
(205, 129, 3)
(99, 145, 3)
(375, 500, 3)
(226, 400, 3)
(460, 250, 3)
(425, 461, 3)
(175, 253, 3)
(358, 500, 3)
(480, 738, 3)
(480, 640, 3)
(375, 500, 3)
(232, 350, 3)
(119, 160, 3)
(225, 300, 3)
(100, 150, 3)
(97, 145, 3)
(375, 500, 3)
(420, 540, 3)
(107, 140, 3)
(376, 500, 3)
(125, 105, 3)
(202, 226, 3)
(300, 400, 3)
(290, 384, 3)
(257, 350, 3)
(238, 200, 3)
(182, 216, 3)
(268, 400, 3)
(196, 300, 3)
(463, 640, 3)
(321, 351, 3)
(308, 498, 3)
(407, 600, 3)
(482, 670, 3)
(240, 320, 3)
(92, 139, 3)
(165, 198, 3)
(213, 213, 3)
(268, 231, 3)
(153, 230, 3)
(365, 506, 3)
(240, 240, 3)
(93, 121, 3)
(441, 765, 3)
(450, 600, 3)
(296, 400, 3)
(111, 90, 3)
(256, 338, 3)
(108, 156, 3)
(120, 180, 3)
(121, 121, 3)
(552, 718, 3)
(500, 467, 3)
(480, 640, 3)
(375, 500, 3)
(569, 550, 3)
(113, 170, 3)
(480, 640, 3)
(250, 354, 3)
(216, 540, 3)
(200, 450, 3)
(321, 711, 3)
(240, 320, 3)
(296, 547, 3)
(144, 300, 3)
(300, 400, 3)
(106, 160, 3)
(471, 700, 3)
(288, 400, 3)
(600, 800, 3)
(259, 364, 3)
(730, 900, 3)
(870, 900, 3)
(176, 287, 3)
(248, 320, 3)
(750, 719, 3)
(301, 500, 3)
(750, 1000, 3)
(128, 160, 3)
(600, 768, 3)
(396, 500, 3)
(189, 143, 3)
(187, 300, 3)
(105, 140, 3)
(706, 699, 3)
(200, 162, 3)
(1712, 2288, 3)
(281, 350, 3)
(160, 200, 3)
(271, 449, 3)
(368, 490, 3)
(264, 431, 3)
(95, 126, 3)
(432, 225, 3)
(141, 200, 3)
(524, 765, 3)
(405, 600, 3)
(194, 300, 3)
(108, 145, 3)
(127, 160, 3)
(150, 150, 3)
(258, 425, 3)
(109, 125, 3)
(235, 88, 3)
(1291, 993, 3)
(109, 500, 3)
(194, 300, 3)
(167, 432, 3)
(201, 310, 3)
(121, 175, 3)
(175, 500, 3)
(146, 230, 3)
(108, 500, 3)
(146, 500, 3)
(125, 200, 3)
(180, 500, 3)
(523, 750, 3)
(238, 309, 3)
(142, 500, 3)
(288, 432, 3)
(84, 500, 3)
(462, 300, 3)
(213, 320, 3)
(187, 303, 3)
(178, 500, 3)
(230, 369, 3)
(269, 449, 3)
(1156, 1785, 3)
(124, 220, 3)
(176, 500, 3)
(445, 500, 3)
(180, 150, 3)
(105, 500, 3)
(250, 290, 3)
(185, 500, 3)
(300, 300, 3)
(201, 442, 3)
(155, 160, 3)
(185, 250, 3)
(435, 250, 3)
(161, 500, 3)
(188, 500, 3)
(102, 500, 3)
(480, 576, 3)
(188, 250, 3)
(148, 500, 3)
(121, 150, 3)
(119, 175, 3)
(1200, 1600, 3)
(101, 134, 3)
(225, 300, 3)
(708, 1047, 3)
(2241, 3000, 3)
(162, 124, 3)
(208, 450, 3)
(266, 300, 3)
(188, 500, 3)
(199, 300, 3)
(607, 600, 3)
(550, 800, 3)
(262, 376, 3)
(567, 600, 3)
(209, 182, 3)
(116, 500, 3)
(104, 144, 3)
(640, 480, 3)
(244, 150, 3)
(160, 500, 3)
(149, 500, 3)
(188, 500, 3)
(108, 145, 3)
(225, 300, 3)
(375, 500, 3)
(79, 240, 3)
(190, 500, 3)
(199, 300, 3)
(137, 200, 3)
(234, 368, 3)
(150, 200, 3)
(192, 256, 3)
(234, 375, 3)
(750, 505, 3)
(188, 244, 3)
(116, 500, 3)
(512, 708, 3)
(450, 488, 3)
(96, 300, 3)
(225, 344, 3)
(102, 145, 3)
(360, 640, 3)
(142, 219, 3)
(648, 796, 3)
(567, 567, 3)
(400, 500, 3)
(102, 133, 3)
(158, 500, 3)
(480, 640, 3)
(480, 640, 3)
(173, 72, 3)
(137, 360, 3)
(204, 306, 3)
(600, 335, 3)
(480, 720, 3)
(171, 500, 3)
(189, 371, 3)
(144, 233, 3)
(96, 145, 3)
(535, 415, 3)
(138, 220, 3)
(124, 200, 3)
(258, 176, 3)
(226, 315, 3)
(108, 108, 3)
(1103, 1483, 3)
(153, 126, 3)
(110, 163, 3)
(89, 135, 3)
(193, 141, 3)
(78, 135, 3)
(604, 642, 3)
(218, 300, 3)
(180, 250, 3)
(300, 400, 3)
(1423, 1165, 3)
(145, 125, 3)
(406, 500, 3)
(200, 309, 3)
(116, 135, 3)
(897, 1169, 3)
(320, 320, 3)
(86, 130, 3)
(219, 317, 3)
(504, 217, 3)
(100, 125, 3)
(284, 419, 3)
(215, 367, 3)
(344, 275, 3)
(247, 187, 3)
(163, 200, 3)
(189, 250, 3)
(518, 500, 3)
(237, 400, 3)
(951, 1600, 3)
(333, 500, 3)
(100, 100, 3)
(643, 800, 3)
(90, 125, 3)
(110, 135, 3)
(90, 132, 3)
(233, 350, 3)
(481, 600, 3)
(190, 142, 3)
(120, 100, 3)
(350, 600, 3)
(145, 164, 3)
(325, 403, 3)
(1577, 2531, 3)
(250, 248, 3)
(170, 273, 3)
(108, 145, 3)
(597, 750, 3)
(520, 512, 3)
(252, 228, 3)
(127, 195, 3)
(205, 149, 3)
(374, 500, 3)
(303, 360, 3)
(395, 600, 3)
(360, 360, 3)
(381, 500, 3)
(419, 507, 3)
(300, 400, 3)
(380, 305, 3)
(75, 130, 3)
(89, 125, 3)
(200, 200, 3)
(300, 400, 3)
(157, 311, 3)
(750, 585, 3)
(350, 186, 3)
(150, 200, 3)
(212, 299, 3)
(435, 533, 3)
(90, 120, 3)
(500, 377, 3)
(357, 615, 3)
(208, 260, 3)
(166, 200, 3)
(180, 240, 3)
(384, 512, 3)
(217, 400, 3)
(227, 276, 3)
(174, 284, 3)
(197, 150, 3)
(173, 300, 3)
(111, 175, 3)
(144, 200, 3)
(154, 350, 3)
(198, 301, 3)
(455, 640, 3)
(294, 420, 3)
(625, 911, 3)
(102, 145, 3)
(227, 600, 3)
(1074, 1470, 3)
(104, 110, 3)
(137, 162, 3)
(178, 260, 3)
(140, 174, 3)
(480, 640, 3)
(232, 350, 3)
(111, 111, 3)
(89, 117, 3)
(260, 316, 3)
(166, 171, 3)
(722, 1024, 3)
(177, 480, 3)
(218, 283, 3)
(253, 376, 3)
(120, 99, 3)
(452, 452, 3)
(200, 200, 3)
(107, 130, 3)
(167, 250, 3)
(199, 449, 3)
(317, 467, 3)
(181, 450, 3)
(285, 360, 3)
(144, 262, 3)
(1052, 1052, 3)
(67, 290, 3)
(180, 288, 3)
(550, 600, 3)
(480, 640, 3)
(152, 203, 3)
(158, 128, 3)
(275, 260, 3)
(254, 400, 3)
(900, 600, 3)
(300, 400, 3)
(389, 512, 3)
(711, 750, 3)
(300, 300, 3)
(239, 480, 3)
(455, 720, 3)
(152, 203, 3)
(428, 297, 3)
(190, 500, 3)
(400, 500, 3)
(301, 500, 3)
(251, 500, 3)
(390, 587, 3)
(500, 335, 3)
(270, 500, 3)
(130, 211, 3)
(500, 195, 3)
(329, 500, 3)
(374, 500, 3)
(131, 303, 3)
(320, 500, 3)
(351, 500, 3)
(374, 500, 3)
(497, 500, 3)
(478, 446, 3)
(170, 500, 3)
(119, 460, 3)
(500, 334, 3)
(450, 317, 3)
(228, 440, 3)
(148, 187, 3)
(500, 359, 3)
(271, 500, 3)
(219, 450, 3)
(85, 120, 3)
(204, 306, 3)
(208, 272, 3)
(375, 500, 3)
(282, 500, 3)
(522, 535, 3)
(503, 505, 3)
(360, 620, 3)
(500, 284, 3)
(488, 500, 3)
(222, 296, 3)
(264, 500, 3)
(228, 437, 3)
(374, 500, 3)
(148, 500, 3)
(247, 337, 3)
(131, 500, 3)
(443, 500, 3)
(193, 500, 3)
(374, 500, 3)
(375, 500, 3)
(221, 216, 3)
(374, 500, 3)
(180, 270, 3)
(557, 200, 3)
(220, 349, 3)
(285, 500, 3)
(433, 393, 3)
(500, 385, 3)
(500, 171, 3)
(318, 425, 3)
(238, 493, 3)
(500, 307, 3)
(213, 400, 3)
(227, 406, 3)
(172, 500, 3)
(330, 228, 3)
(309, 322, 3)
(169, 500, 3)
(297, 330, 3)
(500, 239, 3)
(233, 300, 3)
(150, 200, 3)
(132, 228, 3)
(400, 500, 3)
(333, 500, 3)
(255, 400, 3)
(308, 500, 3)
(230, 410, 3)
(207, 500, 3)
(349, 360, 3)
(374, 500, 3)
(206, 453, 3)
(405, 500, 3)
(374, 500, 3)
(147, 200, 3)
(148, 500, 3)
(240, 500, 3)
(374, 500, 3)
(817, 600, 3)
(374, 500, 3)
(260, 177, 3)
(375, 500, 3)
(300, 337, 3)
(165, 250, 3)
(298, 400, 3)
(109, 500, 3)
(198, 500, 3)
(376, 500, 3)
(120, 160, 3)
(375, 500, 3)
(146, 495, 3)
(168, 449, 3)
(374, 500, 3)
(169, 500, 3)
(156, 468, 3)
(260, 250, 3)
(153, 500, 3)
(453, 640, 3)
(374, 500, 3)
(400, 500, 3)
(169, 243, 3)
(374, 500, 3)
(204, 186, 3)
(396, 500, 3)
(374, 500, 3)
(500, 269, 3)
(231, 500, 3)
(160, 160, 3)
(374, 500, 3)
(192, 449, 3)
(219, 309, 3)
(93, 500, 3)
(244, 295, 3)
(250, 373, 3)
(187, 200, 3)
(264, 500, 3)
(156, 193, 3)
(223, 408, 3)
(232, 359, 3)
(216, 148, 3)
(250, 332, 3)
(283, 500, 3)
(230, 500, 3)
(506, 600, 3)
(400, 650, 3)
(244, 424, 3)
(173, 194, 3)
(200, 300, 3)
(240, 320, 3)
(201, 200, 3)
(160, 160, 3)
(456, 374, 3)
(307, 413, 3)
(371, 500, 3)
(401, 500, 3)
(246, 500, 3)
(202, 202, 3)
(262, 400, 3)
(240, 215, 3)
(404, 500, 3)
(229, 500, 3)
(374, 500, 3)
(161, 500, 3)
(275, 400, 3)
(216, 456, 3)
(375, 500, 3)
(230, 350, 3)
(460, 468, 3)
(241, 400, 3)
(160, 140, 3)
(374, 500, 3)
(189, 500, 3)
(375, 500, 3)
(268, 324, 3)
(199, 500, 3)
(93, 125, 3)
(213, 137, 3)
(200, 200, 3)
(296, 500, 3)
(269, 250, 3)
(454, 500, 3)
(175, 465, 3)
(192, 448, 3)
(178, 244, 3)
(207, 500, 3)
(155, 500, 3)
(197, 352, 3)
(241, 386, 3)
(143, 200, 3)
(342, 500, 3)
(375, 500, 3)
(350, 286, 3)
(269, 348, 3)
(152, 500, 3)
(227, 450, 3)
(102, 150, 3)
(396, 500, 3)
(500, 484, 3)
(93, 125, 3)
(106, 500, 3)
(194, 282, 3)
(196, 425, 3)
(412, 600, 3)
(321, 500, 3)
(500, 350, 3)
(223, 500, 3)
(400, 500, 3)
(374, 500, 3)
(265, 303, 3)
(171, 200, 3)
(500, 310, 3)
(468, 724, 3)
(500, 385, 3)
(278, 500, 3)
(370, 500, 3)
(379, 500, 3)
(374, 500, 3)
(291, 500, 3)
(500, 446, 3)
(157, 300, 3)
(500, 338, 3)
(223, 453, 3)
(165, 500, 3)
(150, 500, 3)
(238, 319, 3)
(480, 640, 3)
(198, 292, 3)
(500, 337, 3)
(169, 500, 3)
(179, 496, 3)
(374, 500, 3)
(480, 640, 3)
(500, 189, 3)
(300, 500, 3)
(374, 500, 3)
(288, 432, 3)
(266, 500, 3)
(374, 500, 3)
(298, 400, 3)
(240, 360, 3)
(325, 500, 3)
